"Report Refresh Date";"User Principal Name";"Last Activity Date";"Report Period";"Last Activation Date";"Windows";"Mac";"Mobile";"Web";"Outlook";"Word";"Excel";"PowerPoint";"OneNote";"Teams";"Outlook (Windows)";"Word (Windows)";"Excel (Windows)";"PowerPoint (Windows)";"OneNote (Windows)";"Teams (Windows)";"Outlook (Mac)";"Word (Mac)";"Excel (Mac)";"PowerPoint (Mac)";"OneNote (Mac)";"Teams (Mac)";"Outlook (Mobile)";"Word (Mobile)";"Excel (Mobile)";"PowerPoint (Mobile)";"OneNote (Mobile)";"Teams (Mobile)";"Outlook (Web)";"Word (Web)";"Excel (Web)";"PowerPoint (Web)";"OneNote (Web)";"Teams (Web)"
"2023-07-29";"1313@anonimo.com";"2023-07-28";180;"2023-06-22";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4130@anonimo.com";"2023-02-06";180;;"No";"No";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"5000@anonimo.com";"2023-07-29";180;"2023-05-14";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"1044@anonimo.com";"2023-07-29";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"5319@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"1477@anonimo.com";"2023-07-29";180;"2023-02-09";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"4664@anonimo.com";"2023-07-29";180;"2021-08-11";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4450@anonimo.com";"2023-07-28";180;"2023-05-15";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"1147@anonimo.com";"2022-01-28";180;"2020-04-20";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
"2023-07-29";"5123@anonimo.com";"2023-07-28";180;"2022-09-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5280@anonimo.com";"2023-07-29";180;"2023-07-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"No";"Yes"
"2023-07-29";"1411@anonimo.com";"2023-07-28";180;"2022-11-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3589@anonimo.com";"2023-07-28";180;"2023-03-02";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4877@anonimo.com";"2023-07-29";180;"2019-12-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"1000@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No"
"2023-07-29";"4550@anonimo.com";"2023-07-27";180;"2023-07-18";"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"No";"Yes"
"2023-07-29";"3873@anonimo.com";"2023-07-28";180;;"Yes";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No"
"2023-07-29";"3495@anonimo.com";"2023-07-29";180;"2023-06-16";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"1509@anonimo.com";"2023-07-28";180;"2023-05-31";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"No"
"2023-07-29";"4954@anonimo.com";"2023-07-28";180;"2022-09-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5780@anonimo.com";"2023-07-29";180;"2023-06-07";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4065@anonimo.com";"2023-07-29";180;"2022-10-19";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3579@anonimo.com";"2023-07-28";180;"2023-03-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"1410@anonimo.com";"2023-07-28";180;"2023-03-24";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"Yes";"No"
"2023-07-29";"4091@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"4761@anonimo.com";"2023-07-29";180;"2022-03-07";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3335@anonimo.com";"2023-07-29";180;"2023-02-24";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3798@anonimo.com";"2023-07-25";180;"2022-11-17";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4626@anonimo.com";"2023-07-28";180;"2023-05-31";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5131@anonimo.com";"2023-07-28";180;"2023-06-26";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"4283@anonimo.com";"2023-07-28";180;"2022-10-29";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3889@anonimo.com";"2023-07-28";180;"2023-04-03";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"3561@anonimo.com";"2023-07-29";180;"2023-07-04";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"3626@anonimo.com";"2023-07-29";180;"2022-09-13";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"No"
"2023-07-29";"3327@anonimo.com";"2023-07-29";180;"2022-04-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3670@anonimo.com";"2023-07-27";180;;"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"5580@anonimo.com";"2023-07-29";180;"2023-02-19";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1112@anonimo.com";"2023-07-29";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1277@anonimo.com";"2023-07-28";180;"2022-09-16";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"1206@anonimo.com";"2023-07-28";180;"2023-04-03";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4166@anonimo.com";"2023-07-28";180;"2023-06-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes"
"2023-07-29";"1162@anonimo.com";"2023-07-29";180;"2023-04-04";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No"
"2023-07-29";"4861@anonimo.com";"2023-07-28";180;"2023-01-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"Yes"
"2023-07-29";"3866@anonimo.com";"2023-07-28";180;"2019-07-19";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"4595@anonimo.com";"2023-07-29";180;"2022-09-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"901@anonimo.com";"2023-02-07";180;"2021-02-18";"Yes";"No";"No";"Yes";"Yes";"No";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No"
"2023-07-29";"4714@anonimo.com";"2023-02-03";180;"2021-11-26";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"3409@anonimo.com";"2023-07-28";180;"2023-06-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5054@anonimo.com";"2023-07-29";180;"2022-04-04";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"4952@anonimo.com";"2023-04-24";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1393@anonimo.com";"2023-07-28";180;"2023-02-03";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No"
"2023-07-29";"4573@anonimo.com";"2023-07-29";180;"2023-03-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3275@anonimo.com";"2023-07-28";180;"2023-05-15";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"1046@anonimo.com";"2023-07-29";180;"2023-01-10";"Yes";"No";"Yes";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"1357@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"3499@anonimo.com";"2023-05-15";180;;"Yes";"No";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"No";"No";"No";"No"
"2023-07-29";"5507@anonimo.com";"2023-07-29";180;"2022-09-27";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"4818@anonimo.com";"2023-07-29";180;"2023-01-10";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No"
"2023-07-29";"5233@anonimo.com";"2023-07-28";180;"2022-11-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"587@anonimo.com";"2023-07-29";180;"2022-05-06";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3242@anonimo.com";"2023-07-28";180;;"Yes";"No";"No";"Yes";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes"
"2023-07-29";"5402@anonimo.com";"2023-07-28";180;"2023-04-18";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3725@anonimo.com";"2023-07-28";180;"2023-03-20";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes"
"2023-07-29";"3568@anonimo.com";"2023-07-29";180;;"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes"
"2023-07-29";"1354@anonimo.com";"2023-07-28";180;;"Yes";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"Yes"
"2023-07-29";"1266@anonimo.com";"2023-07-29";180;"2022-04-14";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"Yes";"No";"No";"No"
"2023-07-29";"3563@anonimo.com";"2023-07-29";180;"2023-05-25";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"5250@anonimo.com";"2023-07-29";180;"2023-05-17";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"3731@anonimo.com";"2023-07-29";180;"2021-12-09";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4417@anonimo.com";"2023-07-29";180;"2023-02-22";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"787@anonimo.com";"2023-07-28";180;"2022-01-12";"Yes";"No";"Yes";"No";"Yes";"Yes";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No"
"2023-07-29";"4070@anonimo.com";"2023-07-29";180;"2022-10-24";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"979@anonimo.com";"2023-07-28";180;"2020-11-25";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"4333@anonimo.com";"2023-07-29";180;"2023-06-09";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"794@anonimo.com";"2023-07-28";180;"2020-06-26";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No"
"2023-07-29";"4825@anonimo.com";"2023-07-29";180;"2023-01-16";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"Yes";"Yes";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"No"
"2023-07-29";"4376@anonimo.com";"2023-07-11";180;"2023-07-08";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"No";"Yes";"Yes";"No";"No";"Yes"
"2023-07-29";"3215@anonimo.com";"2023-07-13";180;"2023-05-26";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"Yes";"No";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Yes"
"2023-07-29";"4501@anonimo.com";"2023-07-29";180;"2022-10-22";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"No";"No";"No";"No";"No";"Yes";"No";"No";"No";"No";"Yes";"Yes";"Yes";"Yes";"No";"No";"Yes"
